text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
"$AAPL Actual 1.67 E, 45.4 B Rev https://t.co/YY4XTrHdP7",FALSE,0,NA,01-08-2017 20:31,FALSE,NA,8.92483E+17,NA,"<a href=""http://stocktwits.com"" rel=""nofollow"">StockTwits Web</a>",SunAndStormInv,0,FALSE,FALSE,NA,NA
"RT @Super1NYC: $AAPL Apple Reports Q3 EPS $1.67 vs $1.57 Est., Sales $45.4B vs $44.89B Est.",FALSE,0,NA,01-08-2017 20:31,FALSE,NA,8.92483E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",jarrad_fiorito,2,TRUE,FALSE,NA,NA
RT @SylvaCap: Things might get ugly for $aapl with the iphone delay. With $aapl down that means almost all of the FANG stocks were down pos…,FALSE,0,NA,01-08-2017 20:31,FALSE,NA,8.92483E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",fashlonhayley,85,TRUE,FALSE,NA,NA
RT @ReformedBroker: There are 79 analysts covering $AAPL tonight but you probably have an edge.,FALSE,0,NA,01-08-2017 20:31,FALSE,NA,8.92483E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Sartor1836,21,TRUE,FALSE,NA,NA
RT @CNBC: EARNINGS: Apple Q3 EPS $1.67 vs. $1.57 Est.; Q3 Revs. $45.4B vs. $44.89B Est. • $AAPL https://t.co/eGDf10AZR7 https://t.co/5NKpNC…,FALSE,0,NA,01-08-2017 20:31,FALSE,NA,8.92483E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",richgrasso,21,TRUE,FALSE,NA,NA
RT @CNBCnow: EARNINGS: Apple Q3 EPS $1.67 vs. $1.57 Est.; Q3 Revs. $45.4B vs. $44.89B Est. • $AAPL https://t.co/UzI8Uh9GJI https://t.co/WzX…,FALSE,0,NA,01-08-2017 20:31,FALSE,NA,8.92483E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",sangeetaskurtz,30,TRUE,FALSE,NA,NA
$AAPL nice beat big move coming in hot https://t.co/91imzKkX2B,FALSE,0,NA,01-08-2017 20:31,FALSE,NA,8.92483E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",TSXtrad3r,0,FALSE,FALSE,NA,NA
"good $AAPL numbers, services +22%",FALSE,0,NA,01-08-2017 20:31,FALSE,NA,8.92483E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",equity_trader13,0,FALSE,FALSE,NA,NA
RT @CNBCnow: EARNINGS: Apple Q3 EPS $1.67 vs. $1.57 Est.; Q3 Revs. $45.4B vs. $44.89B Est. • $AAPL https://t.co/UzI8Uh9GJI https://t.co/WzX…,FALSE,0,NA,01-08-2017 20:31,FALSE,NA,8.92483E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",CTUAgentIvan,29,TRUE,FALSE,NA,NA
"RT @Super1NYC: $AAPL Apple Reports Q3 EPS $1.67 vs $1.57 Est., Sales $45.4B vs $44.89B Est.",FALSE,0,NA,01-08-2017 20:31,FALSE,NA,8.92483E+17,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",JSTOCKBROKERS,2,TRUE,FALSE,NA,NA
$AAPL impressive all round.,FALSE,0,NA,01-08-2017 20:31,FALSE,NA,8.92483E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Globalmess65,0,FALSE,FALSE,NA,NA
RT @SylvaCap: Things might get ugly for $aapl with the iphone delay. With $aapl down that means almost all of the FANG stocks were down pos…,FALSE,0,NA,01-08-2017 20:31,FALSE,NA,8.92483E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",KlerenMcvey,85,TRUE,FALSE,NA,NA
$AAPL Revenue up $45.41B over the estimate of $44.89B,FALSE,0,NA,01-08-2017 20:31,FALSE,NA,8.92483E+17,NA,"<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>",RealJohnLambert,0,FALSE,FALSE,NA,NA
RT @Benzinga: Apple Sees Q4 Sales $49B-$52B vs $49.21B Est. $AAPL,FALSE,0,NA,01-08-2017 20:31,FALSE,NA,8.92483E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",TraderYON,1,TRUE,FALSE,NA,NA
Apple beats on revenue and profit. Up 2.7 pct in after-hours $AAPL,FALSE,0,NA,01-08-2017 20:31,FALSE,NA,8.92483E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",ReutersInsider,0,FALSE,FALSE,NA,NA
is $AAPL a trillion dollar company yet?,FALSE,0,NA,01-08-2017 20:31,FALSE,NA,8.92483E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",NicolasSander,0,FALSE,FALSE,NA,NA
"Breaking: Cijfers Apple $AAPL 
AAPL EPS $1.67, Exp. $1.57
*APPLE SEES 4Q REV. $49B-$52B, EST. $49.1B",FALSE,0,NA,01-08-2017 20:31,FALSE,NA,8.92483E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",SvdHijden,0,FALSE,FALSE,NA,NA
"RT @Benzinga: Apple Reports Q3 EPS $1.67 vs $1.57 Est., Sales $45.4B vs $44.89B Est. $AAPL https://t.co/Hi2SPWlPZp",FALSE,0,NA,01-08-2017 20:31,FALSE,NA,8.92483E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",djflowmaster,4,TRUE,FALSE,NA,NA
RT @SylvaCap: Things might get ugly for $aapl with the iphone delay. With $aapl down that means almost all of the FANG stocks were down pos…,FALSE,0,NA,01-08-2017 20:31,FALSE,NA,8.92483E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",4bkershaw,85,TRUE,FALSE,NA,NA
Fruity… $AAPL https://t.co/rX77wbSNQ5,FALSE,0,NA,01-08-2017 20:31,FALSE,NA,8.92483E+17,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",MitchNole,0,FALSE,FALSE,NA,NA
"$AAPL Apple Sees Q4 Sales $49B-$52B vs $49.21B Est. Apple Reports Q3 iPhone 41M, iPad Units 11.42M, MAC 4.29M Units",FALSE,1,NA,01-08-2017 20:31,FALSE,NA,8.92483E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Super1NYC,0,FALSE,FALSE,NA,NA
RT @CNBCnow: EARNINGS: Apple Q3 EPS $1.67 vs. $1.57 Est.; Q3 Revs. $45.4B vs. $44.89B Est. • $AAPL https://t.co/UzI8Uh9GJI https://t.co/WzX…,FALSE,0,NA,01-08-2017 20:31,FALSE,NA,8.92483E+17,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",mlgyfamoffice,29,TRUE,FALSE,NA,NA
RT @CNBCnow: EARNINGS: Apple Q3 EPS $1.67 vs. $1.57 Est.; Q3 Revs. $45.4B vs. $44.89B Est. • $AAPL https://t.co/UzI8Uh9GJI https://t.co/WzX…,FALSE,0,NA,01-08-2017 20:31,FALSE,NA,8.92483E+17,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",ThinkTankCharts,29,TRUE,FALSE,NA,NA
RT @CNBC: EARNINGS: Apple Q3 EPS $1.67 vs. $1.57 Est.; Q3 Revs. $45.4B vs. $44.89B Est. • $AAPL https://t.co/eGDf10AZR7 https://t.co/5NKpNC…,FALSE,0,NA,01-08-2017 20:31,FALSE,NA,8.92483E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",M_Lindemann,21,TRUE,FALSE,NA,NA
"RT @option_snipper: $AAPL beat on both eps and revenues. SEES 4Q REV. $49B-$52B, EST. $49.1B https://t.co/hfHXqj0IOB",FALSE,0,NA,01-08-2017 20:31,FALSE,NA,8.92483E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",djflowmaster,3,TRUE,FALSE,NA,NA
"RT @Selerity: #BREAKING: Apple $AAPL Q3 iPhone Shipments, 41.03M vs. 40.5M expected",FALSE,0,NA,01-08-2017 20:31,FALSE,NA,8.92483E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Pita_bite,8,TRUE,FALSE,NA,NA
RT @CNBCnow: EARNINGS: Apple Q3 EPS $1.67 vs. $1.57 Est.; Q3 Revs. $45.4B vs. $44.89B Est. • $AAPL https://t.co/UzI8Uh9GJI https://t.co/WzX…,FALSE,0,NA,01-08-2017 20:31,FALSE,NA,8.92483E+17,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",InterestRateArb,29,TRUE,FALSE,NA,NA
$AAPL launch mode,FALSE,0,NA,01-08-2017 20:31,FALSE,NA,8.92483E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Fedslut,0,FALSE,FALSE,NA,NA
"RT @Benzinga: Apple Reports Q3 iPhone 41M, iPad Units 11.42M, MAC 4.29M Units $AAPL",FALSE,0,NA,01-08-2017 20:31,FALSE,NA,8.92483E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Traderideas1,4,TRUE,FALSE,NA,NA
oh no...china $AAPL,FALSE,0,NA,01-08-2017 20:31,FALSE,NA,8.92483E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",HotRodBlago30,0,FALSE,FALSE,NA,NA
Apple EPS $1.67 topping estimates of $1.57 $AAPL,FALSE,0,NA,01-08-2017 20:31,FALSE,NA,8.92483E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",ScottGamm,0,FALSE,FALSE,NA,NA
EARNINGS: Apple Q3 EPS $1.67 vs. $1.57 Est.; Q3 Revs. $45.4B vs. $44.89B Est. • $AAPL https://t.co/T8qG5XgRiS https://t.co/dEZzMs9Qhl,FALSE,0,NA,01-08-2017 20:31,FALSE,NA,8.92483E+17,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",EmpComLLC,0,FALSE,FALSE,NA,NA
"RT @Selerity: #BREAKING: Apple $AAPL Q3 Revenue, $45.41B vs. $44.9B expected",FALSE,0,NA,01-08-2017 20:31,FALSE,NA,8.92483E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",jpu19,9,TRUE,FALSE,NA,NA
"RT @Benzinga: Apple Reports Q3 iPhone 41M, iPad Units 11.42M, MAC 4.29M Units $AAPL",FALSE,0,NA,01-08-2017 20:31,FALSE,NA,8.92483E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",TraderYON,4,TRUE,FALSE,NA,NA
The smart $$$ (facetious) in $AAPL trading earnings and not conference call. Here they come around the 1st turn.… https://t.co/12KZeTER7Y,FALSE,0,NA,01-08-2017 20:31,TRUE,NA,8.92483E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",KASDad,0,FALSE,FALSE,NA,NA
"$AAPL popping 4% to $155, must be good results and guidance.",FALSE,0,NA,01-08-2017 20:31,FALSE,NA,8.92483E+17,NA,"<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>",rjonesy,0,FALSE,FALSE,NA,NA
RT @CNBCnow: EARNINGS: Apple Q3 EPS $1.67 vs. $1.57 Est.; Q3 Revs. $45.4B vs. $44.89B Est. • $AAPL https://t.co/UzI8Uh9GJI https://t.co/WzX…,FALSE,0,NA,01-08-2017 20:31,FALSE,NA,8.92483E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Gado90,30,TRUE,FALSE,NA,NA
Apple Sees Q4 Sales $49B-$52B vs $49.21B Est. $AAPL,FALSE,1,NA,01-08-2017 20:31,FALSE,NA,8.92483E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Benzinga,1,FALSE,FALSE,NA,NA
RT @CNBCnow: EARNINGS: Apple Q3 EPS $1.67 vs. $1.57 Est.; Q3 Revs. $45.4B vs. $44.89B Est. • $AAPL https://t.co/UzI8Uh9GJI https://t.co/WzX…,FALSE,0,NA,01-08-2017 20:31,FALSE,NA,8.92483E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",mwooste1,30,TRUE,FALSE,NA,NA
"RT @Benzinga: Apple Reports Q3 iPhone 41M, iPad Units 11.42M, MAC 4.29M Units $AAPL",FALSE,0,NA,01-08-2017 20:31,FALSE,NA,8.92483E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",otc_stock,4,TRUE,FALSE,NA,NA
"RT @Selerity: #BREAKING: Apple $AAPL Q3 iPhone Shipments, 41.03M vs. 40.5M expected",FALSE,0,NA,01-08-2017 20:31,FALSE,NA,8.92483E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",jpu19,8,TRUE,FALSE,NA,NA
"BOOM.  $AAPL

Disclosure: Retardo long.",FALSE,0,NA,01-08-2017 20:31,FALSE,NA,8.92483E+17,NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",crazyfasteddy,0,FALSE,FALSE,NA,NA
Apple put up a nice number. Up $5 AH. Coming on @CNBCClosingBell in a few minutes. Good numbers overall. $aapl,FALSE,2,NA,01-08-2017 20:31,FALSE,NA,8.92483E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",GerberKawasaki,0,FALSE,FALSE,NA,NA
@DividendMaster all $AAPL has to do is keep guidance on the low side...,FALSE,0,DividendMaster,01-08-2017 20:31,FALSE,NA,8.92483E+17,392739061,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",USRoute41,0,FALSE,FALSE,NA,NA
RT @CNBC: EARNINGS: Apple Q3 EPS $1.67 vs. $1.57 Est.; Q3 Revs. $45.4B vs. $44.89B Est. • $AAPL https://t.co/eGDf10AZR7 https://t.co/5NKpNC…,FALSE,0,NA,01-08-2017 20:31,FALSE,NA,8.92483E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Mikle1969,21,TRUE,FALSE,NA,NA
RT @CNBCnow: EARNINGS: Apple Q3 EPS $1.67 vs. $1.57 Est.; Q3 Revs. $45.4B vs. $44.89B Est. • $AAPL https://t.co/UzI8Uh9GJI https://t.co/WzX…,FALSE,0,NA,01-08-2017 20:31,FALSE,NA,8.92483E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MCalixtoM,30,TRUE,FALSE,NA,NA
"RT @Selerity: #BREAKING: Apple $AAPL Q3 Revenue, $45.41B vs. $44.9B expected",FALSE,0,NA,01-08-2017 20:31,FALSE,NA,8.92483E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",stocktrader300,9,TRUE,FALSE,NA,NA
RT @CNBCnow: EARNINGS: Apple Q3 EPS $1.67 vs. $1.57 Est.; Q3 Revs. $45.4B vs. $44.89B Est. • $AAPL https://t.co/UzI8Uh9GJI https://t.co/WzX…,FALSE,0,NA,01-08-2017 20:31,FALSE,NA,8.92483E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",philwahba,30,TRUE,FALSE,NA,NA
RT @SylvaCap: Things might get ugly for $aapl with the iphone delay. With $aapl down that means almost all of the FANG stocks were down pos…,FALSE,0,NA,01-08-2017 20:31,FALSE,NA,8.92483E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",WestEndWendy3,85,TRUE,FALSE,NA,NA
"RT @Selerity: #BREAKING: Apple $AAPL Q3 Earnings Per Share (EPS), $1.67 vs. $1.57 expected",FALSE,0,NA,01-08-2017 20:31,FALSE,NA,8.92483E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",jpu19,8,TRUE,FALSE,NA,NA
RT @CNBCnow: EARNINGS: Apple Q3 EPS $1.67 vs. $1.57 Est.; Q3 Revs. $45.4B vs. $44.89B Est. • $AAPL https://t.co/UzI8Uh9GJI https://t.co/WzX…,FALSE,0,NA,01-08-2017 20:31,FALSE,NA,8.92483E+17,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",robertoagodinez,30,TRUE,FALSE,NA,NA
"$AAPL beat on both eps and revenues. SEES 4Q REV. $49B-$52B, EST. $49.1B https://t.co/hfHXqj0IOB",FALSE,4,NA,01-08-2017 20:31,FALSE,NA,8.92483E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",option_snipper,3,FALSE,FALSE,NA,NA
$AAPL up 3% AH,FALSE,0,NA,01-08-2017 20:31,FALSE,NA,8.92483E+17,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Fxhedgers,0,FALSE,FALSE,NA,NA
RT @CNBCnow: EARNINGS: Apple Q3 EPS $1.67 vs. $1.57 Est.; Q3 Revs. $45.4B vs. $44.89B Est. • $AAPL https://t.co/UzI8Uh9GJI https://t.co/WzX…,FALSE,0,NA,01-08-2017 20:31,FALSE,NA,8.92483E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Karla_Tango,30,TRUE,FALSE,NA,NA
RT @CNBCnow: EARNINGS: Apple Q3 EPS $1.67 vs. $1.57 Est.; Q3 Revs. $45.4B vs. $44.89B Est. • $AAPL https://t.co/UzI8Uh9GJI https://t.co/WzX…,FALSE,0,NA,01-08-2017 20:31,FALSE,NA,8.92483E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",benignopf,30,TRUE,FALSE,NA,NA
RT @CNBCnow: EARNINGS: Apple Q3 EPS $1.67 vs. $1.57 Est.; Q3 Revs. $45.4B vs. $44.89B Est. • $AAPL https://t.co/UzI8Uh9GJI https://t.co/WzX…,FALSE,0,NA,01-08-2017 20:31,FALSE,NA,8.92483E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",spoky2b,30,TRUE,FALSE,NA,NA
RT @edmundlee: Follow @fromedome if you want to get smart on $AAPL earns...will new iPhone ship in Sept or Oct? https://t.co/SPyd877AaN,FALSE,0,NA,01-08-2017 20:31,FALSE,NA,8.92483E+17,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",TonyRomm,1,TRUE,FALSE,NA,NA
RT @CNBC: EARNINGS: Apple Q3 EPS $1.67 vs. $1.57 Est.; Q3 Revs. $45.4B vs. $44.89B Est. • $AAPL https://t.co/eGDf10AZR7 https://t.co/5NKpNC…,FALSE,0,NA,01-08-2017 20:31,FALSE,NA,8.92483E+17,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",robertoagodinez,21,TRUE,FALSE,NA,NA
RT @SylvaCap: Things might get ugly for $aapl with the iphone delay. With $aapl down that means almost all of the FANG stocks were down pos…,FALSE,0,NA,01-08-2017 20:31,FALSE,NA,8.92483E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",IanClancy4378,85,TRUE,FALSE,NA,NA
$AAPL 155 yo,FALSE,0,NA,01-08-2017 20:31,FALSE,NA,8.92483E+17,NA,"<a href=""http://stocktwits.com"" rel=""nofollow"">StockTwits Web</a>",beckyhiu,0,FALSE,FALSE,NA,NA
Sonnet releases Thunderbolt 3 upgrade cards https://t.co/PHCugkfTDt #AppleWorldToday $AAPL https://t.co/lOc1bqTWaR,FALSE,0,NA,01-08-2017 20:31,FALSE,NA,8.92483E+17,NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",MacHashNews,0,FALSE,FALSE,NA,NA
EARNINGS: Apple Q3 EPS $1.67 vs. $1.57 Est.; Q3 Revs. $45.4B vs. $44.89B Est. • $AAPL https://t.co/kAkUE9EWky https://t.co/k5G6tGSw8K,FALSE,1,NA,01-08-2017 20:31,FALSE,NA,8.92483E+17,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",DeShaunsMrk,0,FALSE,FALSE,NA,NA
RT @CNBC: EARNINGS: Apple Q3 EPS $1.67 vs. $1.57 Est.; Q3 Revs. $45.4B vs. $44.89B Est. • $AAPL https://t.co/eGDf10AZR7 https://t.co/5NKpNC…,FALSE,0,NA,01-08-2017 20:31,FALSE,NA,8.92483E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",jrock42383,21,TRUE,FALSE,NA,NA
RT @CNBCnow: EARNINGS: Apple Q3 EPS $1.67 vs. $1.57 Est.; Q3 Revs. $45.4B vs. $44.89B Est. • $AAPL https://t.co/UzI8Uh9GJI https://t.co/WzX…,FALSE,0,NA,01-08-2017 20:31,FALSE,NA,8.92483E+17,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",ojansat,30,TRUE,FALSE,NA,NA
"RT @Benzinga: Apple Reports Q3 EPS $1.67 vs $1.57 Est., Sales $45.4B vs $44.89B Est. $AAPL https://t.co/Hi2SPWlPZp",FALSE,0,NA,01-08-2017 20:31,FALSE,NA,8.92483E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",otc_stock,4,TRUE,FALSE,NA,NA
$AAPL $154+ is bullish (but needs to hold above). Earnings look good.,FALSE,2,NA,01-08-2017 20:31,FALSE,NA,8.92483E+17,NA,"<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>",JustinPulitzer,0,FALSE,FALSE,NA,NA
"RT ReformedBroker ""There are 79 analysts covering $AAPL tonight but you probably have an edge.""",FALSE,0,NA,01-08-2017 20:31,FALSE,NA,8.92483E+17,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",ConciergeWM,0,FALSE,FALSE,NA,NA
